goos: linux
goarch: amd64
pkg: github.com/giornetta/gopapageno/examples/json/opp
cpu: AMD EPYC 7551 32-Core Processor                
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=6/reduction=mixed-128         	       1	19010417769 ns/op	4243442048 B/op	    1739 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=6/reduction=mixed-128         	       1	12149866917 ns/op	4243442448 B/op	    1743 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=6/reduction=mixed-128         	       1	17817053339 ns/op	4243442064 B/op	    1739 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	14956504871 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	15499728154 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	16711096208 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	11843485643 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	11814691562 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	15973981709 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	17089263118 ns/op	4178447176 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	17667549265 ns/op	4178447160 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	15451254576 ns/op	4178447160 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=sweep-128         	       1	17462367413 ns/op	4178447160 B/op	    1554 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	17857914573 ns/op	3797775224 B/op	     988 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	15043935616 ns/op	3797775224 B/op	     988 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	12945034119 ns/op	3797774840 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	17135366290 ns/op	3797774856 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	18619779766 ns/op	3797774840 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	16600947341 ns/op	3797776168 B/op	     987 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	16175592223 ns/op	3797774840 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	15870864855 ns/op	3797774824 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	16121332815 ns/op	3797774856 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=parallel-128      	       1	14938942986 ns/op	3797774840 B/op	     984 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	20201829608 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	16915999616 ns/op	4178450232 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	15440408293 ns/op	4178450632 B/op	    1646 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	13394090353 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	15182643406 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	16263886523 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	17438681447 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	18107557926 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	18875159900 ns/op	4178450248 B/op	    1642 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=7/reduction=mixed-128         	       1	16743588146 ns/op	4178450344 B/op	    1643 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	11512663352 ns/op	4135475392 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	13534062607 ns/op	4135475408 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	16483731910 ns/op	4135475392 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	12969669277 ns/op	4135475392 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	14088368014 ns/op	4135475392 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	17669690398 ns/op	4135475392 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	14406993194 ns/op	4135475488 B/op	    1484 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	17645939766 ns/op	4135475392 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	16146504686 ns/op	4135475408 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=sweep-128         	       1	14728471080 ns/op	4135475408 B/op	    1483 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	16429563024 ns/op	3801996240 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	17114989000 ns/op	3801997984 B/op	    1066 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	17142118040 ns/op	3801996256 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	13655155249 ns/op	3801996368 B/op	    1060 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	17171697138 ns/op	3801996256 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	11904032068 ns/op	3801996288 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	14368287982 ns/op	3801996256 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	14546874691 ns/op	3801996272 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	17173111419 ns/op	3801996848 B/op	    1065 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=parallel-128      	       1	14024127802 ns/op	3801996272 B/op	    1059 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	16655537311 ns/op	4135479040 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	15602412371 ns/op	4135479344 B/op	    1590 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	16908831951 ns/op	4135479056 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	16002255892 ns/op	4135479040 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	14366007858 ns/op	4135479600 B/op	    1593 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	15906303407 ns/op	4135479040 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	17531598720 ns/op	4135479056 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	11193314073 ns/op	4135479024 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	14507984353 ns/op	4135482176 B/op	    1594 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=8/reduction=mixed-128         	       1	15099662088 ns/op	4135479024 B/op	    1587 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	11976771127 ns/op	4099793480 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	15099048129 ns/op	4099793480 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	14416213394 ns/op	4099793480 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	13682812016 ns/op	4099793496 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	14608104275 ns/op	4099793944 B/op	    1427 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	15439683544 ns/op	4099793480 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	12606822245 ns/op	4099793496 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	13294478016 ns/op	4099793496 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	13984634557 ns/op	4099793480 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=sweep-128         	       1	12707497039 ns/op	4099793496 B/op	    1426 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	13661775284 ns/op	3803022168 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	11969188902 ns/op	3803022200 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	13559103342 ns/op	3803022200 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	13345146804 ns/op	3803022184 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	13970284460 ns/op	3803022184 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	15593969182 ns/op	3803022200 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	12982801731 ns/op	3803022184 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	15735483760 ns/op	3803022584 B/op	    1140 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	15907722604 ns/op	3803022168 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=parallel-128      	       1	15298828370 ns/op	3803022184 B/op	    1136 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	15088010084 ns/op	4099797704 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	11814630001 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	14396918614 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	16522676663 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	14689474249 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	11408897921 ns/op	4099797688 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	13299511939 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	14696511914 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	14868960792 ns/op	4099797672 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=9/reduction=mixed-128         	       1	14634604934 ns/op	4099797688 B/op	    1546 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	10713056387 ns/op	4071506128 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	13053669174 ns/op	4071506144 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	12701405702 ns/op	4071507936 B/op	    1387 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	14017978633 ns/op	4071506144 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	13939089628 ns/op	4071506144 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	12522599401 ns/op	4071506128 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	12770484044 ns/op	4071506144 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	13516242744 ns/op	4071506144 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	10965902681 ns/op	4071506128 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=sweep-128        	       1	12438336836 ns/op	4071506144 B/op	    1383 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	12675098296 ns/op	3804100560 B/op	    1221 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	12702347280 ns/op	3804100640 B/op	    1222 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	13541828769 ns/op	3804100560 B/op	    1221 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	12026652585 ns/op	3804100640 B/op	    1222 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	12445725599 ns/op	3804100768 B/op	    1223 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	13312685989 ns/op	3804100560 B/op	    1221 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	9719327393 ns/op	3804100544 B/op	    1221 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	9598490993 ns/op	3804100576 B/op	    1221 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	13718542983 ns/op	3804103680 B/op	    1228 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=parallel-128     	       1	12767338305 ns/op	3804100544 B/op	    1221 allocs/op
BenchmarkParseOnly/strategy=OPP/file=citylots.json/goroutines=10/reduction=mixed-128        	       1	13174783557 ns/op	4071510880 B/op	    1519 allocs/op
